abort 0x3F0046 %S16 #Signed
AdcRegs.rsvd11[9] 0x714B %U16 #Unsigned
AdcRegs.rsvd12[0] 0x714E %U16 #Unsigned
AdcRegs.rsvd12[1] 0x714F %U16 #Unsigned
AdcRegs.rsvd12[2] 0x7150 %U16 #Unsigned
AdcRegs.rsvd2[0] 0x710D %U16 #Unsigned
AdcRegs.rsvd2[1] 0x710E %U16 #Unsigned
AdcRegs.rsvd2[2] 0x710F %U16 #Unsigned
AdcRegs.rsvd3 0x7111 %U16 #Unsigned
AdcRegs.rsvd4 0x7113 %U16 #Unsigned
AdcRegs.rsvd5[0] 0x7116 %U16 #Unsigned
AdcRegs.rsvd5[1] 0x7117 %U16 #Unsigned
AdcRegs.rsvd6 0x7119 %U16 #Unsigned
AdcRegs.rsvd7 0x711B %U16 #Unsigned
AdcRegs.rsvd8 0x711D %U16 #Unsigned
AdcRegs.rsvd9 0x711F %U16 #Unsigned
AdcRegs.SOCPRICTL.all 0x7110 %U16 #Unsigned
AdcRegs.SOCPRICTL.bit.ONESHOT 0x7110 %B16 #MASK=0x8000
AdcRegs.SOCPRICTL.bit.RRPOINTER 0x7110 %B16 #MASK=0x7E0
AdcRegs.SOCPRICTL.bit.rsvd1 0x7110 %B16 #MASK=0x7800
AdcRegs.SOCPRICTL.bit.SOCPRIORITY 0x7110 %B16 #MASK=0x1F
AdcResult.ADCRESULT0 0x0B00 %U16 #Unsigned
AdcResult.ADCRESULT1 0x0B01 %U16 #Unsigned
AdcResult.ADCRESULT10 0x0B0A %U16 #Unsigned
AdcResult.ADCRESULT11 0x0B0B %U16 #Unsigned
AdcResult.ADCRESULT12 0x0B0C %U16 #Unsigned
AdcResult.ADCRESULT13 0x0B0D %U16 #Unsigned
AdcResult.ADCRESULT14 0x0B0E %U16 #Unsigned
AdcResult.ADCRESULT15 0x0B0F %U16 #Unsigned
AdcResult.ADCRESULT2 0x0B02 %U16 #Unsigned
AdcResult.ADCRESULT3 0x0B03 %U16 #Unsigned
AdcResult.ADCRESULT4 0x0B04 %U16 #Unsigned
AdcResult.ADCRESULT5 0x0B05 %U16 #Unsigned
AdcResult.ADCRESULT6 0x0B06 %U16 #Unsigned
AdcResult.ADCRESULT7 0x0B07 %U16 #Unsigned
AdcResult.ADCRESULT8 0x0B08 %U16 #Unsigned
AdcResult.ADCRESULT9 0x0B09 %U16 #Unsigned
AdcResult.rsvd[0] 0x0B10 %U16 #Unsigned
AdcResult.rsvd[1] 0x0B11 %U16 #Unsigned
AdcResult.rsvd[10] 0x0B1A %U16 #Unsigned
AdcResult.rsvd[11] 0x0B1B %U16 #Unsigned
AdcResult.rsvd[12] 0x0B1C %U16 #Unsigned
AdcResult.rsvd[13] 0x0B1D %U16 #Unsigned
AdcResult.rsvd[14] 0x0B1E %U16 #Unsigned
AdcResult.rsvd[15] 0x0B1F %U16 #Unsigned
AdcResult.rsvd[2] 0x0B12 %U16 #Unsigned
AdcResult.rsvd[3] 0x0B13 %U16 #Unsigned
AdcResult.rsvd[4] 0x0B14 %U16 #Unsigned
AdcResult.rsvd[5] 0x0B15 %U16 #Unsigned
AdcResult.rsvd[6] 0x0B16 %U16 #Unsigned
AdcResult.rsvd[7] 0x0B17 %U16 #Unsigned
AdcResult.rsvd[8] 0x0B18 %U16 #Unsigned
AdcResult.rsvd[9] 0x0B19 %U16 #Unsigned
bbox[0][0] 0x8080 %U32 #Unsigned
bbox[0][1] 0x8082 %U32 #Unsigned
bbox[0][2] 0x8084 %U32 #Unsigned
bbox[0][3] 0x8086 %U32 #Unsigned
bbox[1][0] 0x8088 %U32 #Unsigned
bbox[1][1] 0x808A %U32 #Unsigned
bbox[1][2] 0x808C %U32 #Unsigned
bbox[1][3] 0x808E %U32 #Unsigned
bbox[10][0] 0x80D0 %U32 #Unsigned
bbox[10][1] 0x80D2 %U32 #Unsigned
bbox[10][2] 0x80D4 %U32 #Unsigned
bbox[10][3] 0x80D6 %U32 #Unsigned
bbox[100][0] 0x83A0 %U32 #Unsigned
bbox[100][1] 0x83A2 %U32 #Unsigned
bbox[100][2] 0x83A4 %U32 #Unsigned
bbox[100][3] 0x83A6 %U32 #Unsigned
bbox[101][0] 0x83A8 %U32 #Unsigned
bbox[101][1] 0x83AA %U32 #Unsigned
bbox[101][2] 0x83AC %U32 #Unsigned
bbox[101][3] 0x83AE %U32 #Unsigned
bbox[102][0] 0x83B0 %U32 #Unsigned
bbox[102][1] 0x83B2 %U32 #Unsigned
bbox[102][2] 0x83B4 %U32 #Unsigned
bbox[102][3] 0x83B6 %U32 #Unsigned
bbox[103][0] 0x83B8 %U32 #Unsigned
bbox[103][1] 0x83BA %U32 #Unsigned
bbox[103][2] 0x83BC %U32 #Unsigned
bbox[103][3] 0x83BE %U32 #Unsigned
bbox[104][0] 0x83C0 %U32 #Unsigned
bbox[104][1] 0x83C2 %U32 #Unsigned
bbox[104][2] 0x83C4 %U32 #Unsigned
bbox[104][3] 0x83C6 %U32 #Unsigned
bbox[105][0] 0x83C8 %U32 #Unsigned
bbox[105][1] 0x83CA %U32 #Unsigned
bbox[105][2] 0x83CC %U32 #Unsigned
bbox[105][3] 0x83CE %U32 #Unsigned
bbox[106][0] 0x83D0 %U32 #Unsigned
bbox[106][1] 0x83D2 %U32 #Unsigned
bbox[106][2] 0x83D4 %U32 #Unsigned
bbox[106][3] 0x83D6 %U32 #Unsigned
bbox[107][0] 0x83D8 %U32 #Unsigned
bbox[107][1] 0x83DA %U32 #Unsigned
bbox[107][2] 0x83DC %U32 #Unsigned
bbox[107][3] 0x83DE %U32 #Unsigned
bbox[108][0] 0x83E0 %U32 #Unsigned
bbox[108][1] 0x83E2 %U32 #Unsigned
bbox[108][2] 0x83E4 %U32 #Unsigned
bbox[108][3] 0x83E6 %U32 #Unsigned
bbox[109][0] 0x83E8 %U32 #Unsigned
bbox[109][1] 0x83EA %U32 #Unsigned
bbox[109][2] 0x83EC %U32 #Unsigned
bbox[109][3] 0x83EE %U32 #Unsigned
bbox[11][0] 0x80D8 %U32 #Unsigned
bbox[11][1] 0x80DA %U32 #Unsigned
bbox[11][2] 0x80DC %U32 #Unsigned
bbox[11][3] 0x80DE %U32 #Unsigned
bbox[110][0] 0x83F0 %U32 #Unsigned
bbox[110][1] 0x83F2 %U32 #Unsigned
bbox[110][2] 0x83F4 %U32 #Unsigned
bbox[110][3] 0x83F6 %U32 #Unsigned
bbox[111][0] 0x83F8 %U32 #Unsigned
bbox[111][1] 0x83FA %U32 #Unsigned
bbox[111][2] 0x83FC %U32 #Unsigned
bbox[111][3] 0x83FE %U32 #Unsigned
bbox[112][0] 0x8400 %U32 #Unsigned
bbox[112][1] 0x8402 %U32 #Unsigned
bbox[112][2] 0x8404 %U32 #Unsigned
bbox[112][3] 0x8406 %U32 #Unsigned
bbox[113][0] 0x8408 %U32 #Unsigned
bbox[113][1] 0x840A %U32 #Unsigned
bbox[113][2] 0x840C %U32 #Unsigned
bbox[113][3] 0x840E %U32 #Unsigned
bbox[114][0] 0x8410 %U32 #Unsigned
bbox[114][1] 0x8412 %U32 #Unsigned
bbox[114][2] 0x8414 %U32 #Unsigned
bbox[114][3] 0x8416 %U32 #Unsigned
bbox[115][0] 0x8418 %U32 #Unsigned
bbox[115][1] 0x841A %U32 #Unsigned
bbox[115][2] 0x841C %U32 #Unsigned
bbox[115][3] 0x841E %U32 #Unsigned
bbox[116][0] 0x8420 %U32 #Unsigned
bbox[116][1] 0x8422 %U32 #Unsigned
bbox[116][2] 0x8424 %U32 #Unsigned
bbox[116][3] 0x8426 %U32 #Unsigned
bbox[117][0] 0x8428 %U32 #Unsigned
bbox[117][1] 0x842A %U32 #Unsigned
bbox[117][2] 0x842C %U32 #Unsigned
bbox[117][3] 0x842E %U32 #Unsigned
bbox[118][0] 0x8430 %U32 #Unsigned
bbox[118][1] 0x8432 %U32 #Unsigned
bbox[118][2] 0x8434 %U32 #Unsigned
bbox[118][3] 0x8436 %U32 #Unsigned
bbox[119][0] 0x8438 %U32 #Unsigned
bbox[119][1] 0x843A %U32 #Unsigned
bbox[119][2] 0x843C %U32 #Unsigned
bbox[119][3] 0x843E %U32 #Unsigned
bbox[12][0] 0x80E0 %U32 #Unsigned
bbox[12][1] 0x80E2 %U32 #Unsigned
bbox[12][2] 0x80E4 %U32 #Unsigned
bbox[12][3] 0x80E6 %U32 #Unsigned
bbox[120][0] 0x8440 %U32 #Unsigned
bbox[120][1] 0x8442 %U32 #Unsigned
bbox[120][2] 0x8444 %U32 #Unsigned
bbox[120][3] 0x8446 %U32 #Unsigned
bbox[121][0] 0x8448 %U32 #Unsigned
bbox[121][1] 0x844A %U32 #Unsigned
bbox[121][2] 0x844C %U32 #Unsigned
bbox[121][3] 0x844E %U32 #Unsigned
bbox[122][0] 0x8450 %U32 #Unsigned
bbox[122][1] 0x8452 %U32 #Unsigned
bbox[122][2] 0x8454 %U32 #Unsigned
bbox[122][3] 0x8456 %U32 #Unsigned
bbox[123][0] 0x8458 %U32 #Unsigned
bbox[123][1] 0x845A %U32 #Unsigned
bbox[123][2] 0x845C %U32 #Unsigned
bbox[123][3] 0x845E %U32 #Unsigned
bbox[124][0] 0x8460 %U32 #Unsigned
bbox[124][1] 0x8462 %U32 #Unsigned
bbox[124][2] 0x8464 %U32 #Unsigned
bbox[124][3] 0x8466 %U32 #Unsigned
bbox[125][0] 0x8468 %U32 #Unsigned
bbox[125][1] 0x846A %U32 #Unsigned
bbox[125][2] 0x846C %U32 #Unsigned
bbox[125][3] 0x846E %U32 #Unsigned
bbox[126][0] 0x8470 %U32 #Unsigned
bbox[126][1] 0x8472 %U32 #Unsigned
bbox[126][2] 0x8474 %U32 #Unsigned
bbox[126][3] 0x8476 %U32 #Unsigned
bbox[127][0] 0x8478 %U32 #Unsigned
bbox[127][1] 0x847A %U32 #Unsigned
bbox[127][2] 0x847C %U32 #Unsigned
bbox[127][3] 0x847E %U32 #Unsigned
bbox[128][0] 0x8480 %U32 #Unsigned
bbox[128][1] 0x8482 %U32 #Unsigned
bbox[128][2] 0x8484 %U32 #Unsigned
bbox[128][3] 0x8486 %U32 #Unsigned
bbox[129][0] 0x8488 %U32 #Unsigned
bbox[129][1] 0x848A %U32 #Unsigned
bbox[129][2] 0x848C %U32 #Unsigned
bbox[129][3] 0x848E %U32 #Unsigned
bbox[13][0] 0x80E8 %U32 #Unsigned
bbox[13][1] 0x80EA %U32 #Unsigned
bbox[13][2] 0x80EC %U32 #Unsigned
bbox[13][3] 0x80EE %U32 #Unsigned
bbox[130][0] 0x8490 %U32 #Unsigned
bbox[130][1] 0x8492 %U32 #Unsigned
bbox[130][2] 0x8494 %U32 #Unsigned
bbox[130][3] 0x8496 %U32 #Unsigned
bbox[131][0] 0x8498 %U32 #Unsigned
bbox[131][1] 0x849A %U32 #Unsigned
bbox[131][2] 0x849C %U32 #Unsigned
bbox[131][3] 0x849E %U32 #Unsigned
bbox[132][0] 0x84A0 %U32 #Unsigned
bbox[132][1] 0x84A2 %U32 #Unsigned
bbox[132][2] 0x84A4 %U32 #Unsigned
bbox[132][3] 0x84A6 %U32 #Unsigned
bbox[133][0] 0x84A8 %U32 #Unsigned
bbox[133][1] 0x84AA %U32 #Unsigned
bbox[133][2] 0x84AC %U32 #Unsigned
bbox[133][3] 0x84AE %U32 #Unsigned
bbox[134][0] 0x84B0 %U32 #Unsigned
bbox[134][1] 0x84B2 %U32 #Unsigned
bbox[134][2] 0x84B4 %U32 #Unsigned
bbox[134][3] 0x84B6 %U32 #Unsigned
bbox[135][0] 0x84B8 %U32 #Unsigned
bbox[135][1] 0x84BA %U32 #Unsigned
bbox[135][2] 0x84BC %U32 #Unsigned
bbox[135][3] 0x84BE %U32 #Unsigned
bbox[136][0] 0x84C0 %U32 #Unsigned
bbox[136][1] 0x84C2 %U32 #Unsigned
bbox[136][2] 0x84C4 %U32 #Unsigned
bbox[136][3] 0x84C6 %U32 #Unsigned
bbox[137][0] 0x84C8 %U32 #Unsigned
bbox[137][1] 0x84CA %U32 #Unsigned
bbox[137][2] 0x84CC %U32 #Unsigned
bbox[137][3] 0x84CE %U32 #Unsigned
bbox[138][0] 0x84D0 %U32 #Unsigned
bbox[138][1] 0x84D2 %U32 #Unsigned
bbox[138][2] 0x84D4 %U32 #Unsigned
bbox[138][3] 0x84D6 %U32 #Unsigned
bbox[139][0] 0x84D8 %U32 #Unsigned
bbox[139][1] 0x84DA %U32 #Unsigned
bbox[139][2] 0x84DC %U32 #Unsigned
bbox[139][3] 0x84DE %U32 #Unsigned
bbox[14][0] 0x80F0 %U32 #Unsigned
bbox[14][1] 0x80F2 %U32 #Unsigned
bbox[14][2] 0x80F4 %U32 #Unsigned
bbox[14][3] 0x80F6 %U32 #Unsigned
bbox[140][0] 0x84E0 %U32 #Unsigned
bbox[140][1] 0x84E2 %U32 #Unsigned
bbox[140][2] 0x84E4 %U32 #Unsigned
bbox[140][3] 0x84E6 %U32 #Unsigned
bbox[141][0] 0x84E8 %U32 #Unsigned
bbox[141][1] 0x84EA %U32 #Unsigned
bbox[141][2] 0x84EC %U32 #Unsigned
bbox[141][3] 0x84EE %U32 #Unsigned
bbox[142][0] 0x84F0 %U32 #Unsigned
bbox[142][1] 0x84F2 %U32 #Unsigned
bbox[142][2] 0x84F4 %U32 #Unsigned
bbox[142][3] 0x84F6 %U32 #Unsigned
bbox[143][0] 0x84F8 %U32 #Unsigned
bbox[143][1] 0x84FA %U32 #Unsigned
bbox[143][2] 0x84FC %U32 #Unsigned
bbox[143][3] 0x84FE %U32 #Unsigned
bbox[144][0] 0x8500 %U32 #Unsigned
bbox[144][1] 0x8502 %U32 #Unsigned
bbox[144][2] 0x8504 %U32 #Unsigned
bbox[144][3] 0x8506 %U32 #Unsigned
bbox[145][0] 0x8508 %U32 #Unsigned
bbox[145][1] 0x850A %U32 #Unsigned
bbox[145][2] 0x850C %U32 #Unsigned
bbox[145][3] 0x850E %U32 #Unsigned
bbox[146][0] 0x8510 %U32 #Unsigned
bbox[146][1] 0x8512 %U32 #Unsigned
bbox[146][2] 0x8514 %U32 #Unsigned
bbox[146][3] 0x8516 %U32 #Unsigned
bbox[147][0] 0x8518 %U32 #Unsigned
bbox[147][1] 0x851A %U32 #Unsigned
bbox[147][2] 0x851C %U32 #Unsigned
bbox[147][3] 0x851E %U32 #Unsigned
bbox[148][0] 0x8520 %U32 #Unsigned
bbox[148][1] 0x8522 %U32 #Unsigned
bbox[148][2] 0x8524 %U32 #Unsigned
bbox[148][3] 0x8526 %U32 #Unsigned
bbox[149][0] 0x8528 %U32 #Unsigned
bbox[149][1] 0x852A %U32 #Unsigned
bbox[149][2] 0x852C %U32 #Unsigned
bbox[149][3] 0x852E %U32 #Unsigned
bbox[15][0] 0x80F8 %U32 #Unsigned
bbox[15][1] 0x80FA %U32 #Unsigned
bbox[15][2] 0x80FC %U32 #Unsigned
bbox[15][3] 0x80FE %U32 #Unsigned
bbox[150][0] 0x8530 %U32 #Unsigned
bbox[150][1] 0x8532 %U32 #Unsigned
bbox[150][2] 0x8534 %U32 #Unsigned
bbox[150][3] 0x8536 %U32 #Unsigned
bbox[151][0] 0x8538 %U32 #Unsigned
bbox[151][1] 0x853A %U32 #Unsigned
bbox[151][2] 0x853C %U32 #Unsigned
bbox[151][3] 0x853E %U32 #Unsigned
bbox[152][0] 0x8540 %U32 #Unsigned
bbox[152][1] 0x8542 %U32 #Unsigned
bbox[152][2] 0x8544 %U32 #Unsigned
bbox[152][3] 0x8546 %U32 #Unsigned
bbox[153][0] 0x8548 %U32 #Unsigned
bbox[153][1] 0x854A %U32 #Unsigned
bbox[153][2] 0x854C %U32 #Unsigned
bbox[153][3] 0x854E %U32 #Unsigned
bbox[154][0] 0x8550 %U32 #Unsigned
bbox[154][1] 0x8552 %U32 #Unsigned
bbox[154][2] 0x8554 %U32 #Unsigned
bbox[154][3] 0x8556 %U32 #Unsigned
bbox[155][0] 0x8558 %U32 #Unsigned
bbox[155][1] 0x855A %U32 #Unsigned
bbox[155][2] 0x855C %U32 #Unsigned
bbox[155][3] 0x855E %U32 #Unsigned
bbox[156][0] 0x8560 %U32 #Unsigned
bbox[156][1] 0x8562 %U32 #Unsigned
bbox[156][2] 0x8564 %U32 #Unsigned
bbox[156][3] 0x8566 %U32 #Unsigned
bbox[157][0] 0x8568 %U32 #Unsigned
bbox[157][1] 0x856A %U32 #Unsigned
bbox[157][2] 0x856C %U32 #Unsigned
bbox[157][3] 0x856E %U32 #Unsigned
bbox[158][0] 0x8570 %U32 #Unsigned
bbox[158][1] 0x8572 %U32 #Unsigned
bbox[158][2] 0x8574 %U32 #Unsigned
bbox[158][3] 0x8576 %U32 #Unsigned
bbox[159][0] 0x8578 %U32 #Unsigned
bbox[159][1] 0x857A %U32 #Unsigned
bbox[159][2] 0x857C %U32 #Unsigned
bbox[159][3] 0x857E %U32 #Unsigned
bbox[16][0] 0x8100 %U32 #Unsigned
bbox[16][1] 0x8102 %U32 #Unsigned
bbox[16][2] 0x8104 %U32 #Unsigned
bbox[16][3] 0x8106 %U32 #Unsigned
bbox[160][0] 0x8580 %U32 #Unsigned
bbox[160][1] 0x8582 %U32 #Unsigned
bbox[160][2] 0x8584 %U32 #Unsigned
bbox[160][3] 0x8586 %U32 #Unsigned
bbox[161][0] 0x8588 %U32 #Unsigned
bbox[161][1] 0x858A %U32 #Unsigned
bbox[161][2] 0x858C %U32 #Unsigned
bbox[161][3] 0x858E %U32 #Unsigned
bbox[162][0] 0x8590 %U32 #Unsigned
bbox[162][1] 0x8592 %U32 #Unsigned
bbox[162][2] 0x8594 %U32 #Unsigned
bbox[162][3] 0x8596 %U32 #Unsigned
bbox[163][0] 0x8598 %U32 #Unsigned
bbox[163][1] 0x859A %U32 #Unsigned
bbox[163][2] 0x859C %U32 #Unsigned
bbox[163][3] 0x859E %U32 #Unsigned
bbox[164][0] 0x85A0 %U32 #Unsigned
bbox[164][1] 0x85A2 %U32 #Unsigned
bbox[164][2] 0x85A4 %U32 #Unsigned
bbox[164][3] 0x85A6 %U32 #Unsigned
bbox[165][0] 0x85A8 %U32 #Unsigned
bbox[165][1] 0x85AA %U32 #Unsigned
bbox[165][2] 0x85AC %U32 #Unsigned
bbox[165][3] 0x85AE %U32 #Unsigned
bbox[166][0] 0x85B0 %U32 #Unsigned
bbox[166][1] 0x85B2 %U32 #Unsigned
bbox[166][2] 0x85B4 %U32 #Unsigned
bbox[166][3] 0x85B6 %U32 #Unsigned
bbox[167][0] 0x85B8 %U32 #Unsigned
bbox[167][1] 0x85BA %U32 #Unsigned
bbox[167][2] 0x85BC %U32 #Unsigned
bbox[167][3] 0x85BE %U32 #Unsigned
bbox[168][0] 0x85C0 %U32 #Unsigned
bbox[168][1] 0x85C2 %U32 #Unsigned
bbox[168][2] 0x85C4 %U32 #Unsigned
bbox[168][3] 0x85C6 %U32 #Unsigned
bbox[169][0] 0x85C8 %U32 #Unsigned
bbox[169][1] 0x85CA %U32 #Unsigned
bbox[169][2] 0x85CC %U32 #Unsigned
bbox[169][3] 0x85CE %U32 #Unsigned
bbox[17][0] 0x8108 %U32 #Unsigned
bbox[17][1] 0x810A %U32 #Unsigned
bbox[17][2] 0x810C %U32 #Unsigned
bbox[17][3] 0x810E %U32 #Unsigned
bbox[170][0] 0x85D0 %U32 #Unsigned
bbox[170][1] 0x85D2 %U32 #Unsigned
bbox[170][2] 0x85D4 %U32 #Unsigned
bbox[170][3] 0x85D6 %U32 #Unsigned
bbox[171][0] 0x85D8 %U32 #Unsigned
bbox[171][1] 0x85DA %U32 #Unsigned
bbox[171][2] 0x85DC %U32 #Unsigned
bbox[171][3] 0x85DE %U32 #Unsigned
bbox[172][0] 0x85E0 %U32 #Unsigned
bbox[172][1] 0x85E2 %U32 #Unsigned
bbox[172][2] 0x85E4 %U32 #Unsigned
bbox[172][3] 0x85E6 %U32 #Unsigned
bbox[173][0] 0x85E8 %U32 #Unsigned
bbox[173][1] 0x85EA %U32 #Unsigned
bbox[173][2] 0x85EC %U32 #Unsigned
bbox[173][3] 0x85EE %U32 #Unsigned
bbox[174][0] 0x85F0 %U32 #Unsigned
bbox[174][1] 0x85F2 %U32 #Unsigned
bbox[174][2] 0x85F4 %U32 #Unsigned
bbox[174][3] 0x85F6 %U32 #Unsigned
bbox[175][0] 0x85F8 %U32 #Unsigned
bbox[175][1] 0x85FA %U32 #Unsigned
bbox[175][2] 0x85FC %U32 #Unsigned
bbox[175][3] 0x85FE %U32 #Unsigned
bbox[176][0] 0x8600 %U32 #Unsigned
bbox[176][1] 0x8602 %U32 #Unsigned
bbox[176][2] 0x8604 %U32 #Unsigned
bbox[176][3] 0x8606 %U32 #Unsigned
bbox[177][0] 0x8608 %U32 #Unsigned
bbox[177][1] 0x860A %U32 #Unsigned
bbox[177][2] 0x860C %U32 #Unsigned
bbox[177][3] 0x860E %U32 #Unsigned
bbox[178][0] 0x8610 %U32 #Unsigned
bbox[178][1] 0x8612 %U32 #Unsigned
bbox[178][2] 0x8614 %U32 #Unsigned
bbox[178][3] 0x8616 %U32 #Unsigned
bbox[179][0] 0x8618 %U32 #Unsigned
bbox[179][1] 0x861A %U32 #Unsigned
bbox[179][2] 0x861C %U32 #Unsigned
bbox[179][3] 0x861E %U32 #Unsigned
bbox[18][0] 0x8110 %U32 #Unsigned
bbox[18][1] 0x8112 %U32 #Unsigned
bbox[18][2] 0x8114 %U32 #Unsigned
bbox[18][3] 0x8116 %U32 #Unsigned
bbox[180][0] 0x8620 %U32 #Unsigned
bbox[180][1] 0x8622 %U32 #Unsigned
bbox[180][2] 0x8624 %U32 #Unsigned
bbox[180][3] 0x8626 %U32 #Unsigned
bbox[181][0] 0x8628 %U32 #Unsigned
bbox[181][1] 0x862A %U32 #Unsigned
bbox[181][2] 0x862C %U32 #Unsigned
bbox[181][3] 0x862E %U32 #Unsigned
bbox[182][0] 0x8630 %U32 #Unsigned
bbox[182][1] 0x8632 %U32 #Unsigned
bbox[182][2] 0x8634 %U32 #Unsigned
bbox[182][3] 0x8636 %U32 #Unsigned
bbox[183][0] 0x8638 %U32 #Unsigned
bbox[183][1] 0x863A %U32 #Unsigned
bbox[183][2] 0x863C %U32 #Unsigned
bbox[183][3] 0x863E %U32 #Unsigned
bbox[184][0] 0x8640 %U32 #Unsigned
bbox[184][1] 0x8642 %U32 #Unsigned
bbox[184][2] 0x8644 %U32 #Unsigned
bbox[184][3] 0x8646 %U32 #Unsigned
bbox[185][0] 0x8648 %U32 #Unsigned
bbox[185][1] 0x864A %U32 #Unsigned
bbox[185][2] 0x864C %U32 #Unsigned
bbox[185][3] 0x864E %U32 #Unsigned
bbox[186][0] 0x8650 %U32 #Unsigned
bbox[186][1] 0x8652 %U32 #Unsigned
bbox[186][2] 0x8654 %U32 #Unsigned
bbox[186][3] 0x8656 %U32 #Unsigned
bbox[187][0] 0x8658 %U32 #Unsigned
bbox[187][1] 0x865A %U32 #Unsigned
bbox[187][2] 0x865C %U32 #Unsigned
bbox[187][3] 0x865E %U32 #Unsigned
bbox[188][0] 0x8660 %U32 #Unsigned
bbox[188][1] 0x8662 %U32 #Unsigned
bbox[188][2] 0x8664 %U32 #Unsigned
bbox[188][3] 0x8666 %U32 #Unsigned
bbox[189][0] 0x8668 %U32 #Unsigned
bbox[189][1] 0x866A %U32 #Unsigned
bbox[189][2] 0x866C %U32 #Unsigned
bbox[189][3] 0x866E %U32 #Unsigned
bbox[19][0] 0x8118 %U32 #Unsigned
bbox[19][1] 0x811A %U32 #Unsigned
bbox[19][2] 0x811C %U32 #Unsigned
bbox[19][3] 0x811E %U32 #Unsigned
bbox[190][0] 0x8670 %U32 #Unsigned
bbox[190][1] 0x8672 %U32 #Unsigned
bbox[190][2] 0x8674 %U32 #Unsigned
bbox[190][3] 0x8676 %U32 #Unsigned
bbox[191][0] 0x8678 %U32 #Unsigned
bbox[191][1] 0x867A %U32 #Unsigned
bbox[191][2] 0x867C %U32 #Unsigned
bbox[191][3] 0x867E %U32 #Unsigned
bbox[192][0] 0x8680 %U32 #Unsigned
bbox[192][1] 0x8682 %U32 #Unsigned
bbox[192][2] 0x8684 %U32 #Unsigned
bbox[192][3] 0x8686 %U32 #Unsigned
bbox[193][0] 0x8688 %U32 #Unsigned
bbox[193][1] 0x868A %U32 #Unsigned
bbox[193][2] 0x868C %U32 #Unsigned
bbox[193][3] 0x868E %U32 #Unsigned
bbox[194][0] 0x8690 %U32 #Unsigned
bbox[194][1] 0x8692 %U32 #Unsigned
bbox[194][2] 0x8694 %U32 #Unsigned
bbox[194][3] 0x8696 %U32 #Unsigned
bbox[195][0] 0x8698 %U32 #Unsigned
bbox[195][1] 0x869A %U32 #Unsigned
bbox[195][2] 0x869C %U32 #Unsigned
bbox[195][3] 0x869E %U32 #Unsigned
bbox[196][0] 0x86A0 %U32 #Unsigned
bbox[196][1] 0x86A2 %U32 #Unsigned
bbox[196][2] 0x86A4 %U32 #Unsigned
bbox[196][3] 0x86A6 %U32 #Unsigned
bbox[197][0] 0x86A8 %U32 #Unsigned
bbox[197][1] 0x86AA %U32 #Unsigned
bbox[197][2] 0x86AC %U32 #Unsigned
bbox[197][3] 0x86AE %U32 #Unsigned
bbox[198][0] 0x86B0 %U32 #Unsigned
bbox[198][1] 0x86B2 %U32 #Unsigned
bbox[198][2] 0x86B4 %U32 #Unsigned
bbox[198][3] 0x86B6 %U32 #Unsigned
bbox[199][0] 0x86B8 %U32 #Unsigned
bbox[199][1] 0x86BA %U32 #Unsigned
bbox[199][2] 0x86BC %U32 #Unsigned
bbox[199][3] 0x86BE %U32 #Unsigned
bbox[2][0] 0x8090 %U32 #Unsigned
bbox[2][1] 0x8092 %U32 #Unsigned
bbox[2][2] 0x8094 %U32 #Unsigned
bbox[2][3] 0x8096 %U32 #Unsigned
bbox[20][0] 0x8120 %U32 #Unsigned
bbox[20][1] 0x8122 %U32 #Unsigned
bbox[20][2] 0x8124 %U32 #Unsigned
bbox[20][3] 0x8126 %U32 #Unsigned
bbox[200][0] 0x86C0 %U32 #Unsigned
bbox[200][1] 0x86C2 %U32 #Unsigned
bbox[200][2] 0x86C4 %U32 #Unsigned
bbox[200][3] 0x86C6 %U32 #Unsigned
bbox[201][0] 0x86C8 %U32 #Unsigned
bbox[201][1] 0x86CA %U32 #Unsigned
bbox[201][2] 0x86CC %U32 #Unsigned
bbox[201][3] 0x86CE %U32 #Unsigned
bbox[202][0] 0x86D0 %U32 #Unsigned
bbox[202][1] 0x86D2 %U32 #Unsigned
bbox[202][2] 0x86D4 %U32 #Unsigned
bbox[202][3] 0x86D6 %U32 #Unsigned
bbox[203][0] 0x86D8 %U32 #Unsigned
bbox[203][1] 0x86DA %U32 #Unsigned
bbox[203][2] 0x86DC %U32 #Unsigned
bbox[203][3] 0x86DE %U32 #Unsigned
bbox[204][0] 0x86E0 %U32 #Unsigned
bbox[204][1] 0x86E2 %U32 #Unsigned
bbox[204][2] 0x86E4 %U32 #Unsigned
bbox[204][3] 0x86E6 %U32 #Unsigned
bbox[205][0] 0x86E8 %U32 #Unsigned
bbox[205][1] 0x86EA %U32 #Unsigned
bbox[205][2] 0x86EC %U32 #Unsigned
bbox[205][3] 0x86EE %U32 #Unsigned
bbox[206][0] 0x86F0 %U32 #Unsigned
bbox[206][1] 0x86F2 %U32 #Unsigned
bbox[206][2] 0x86F4 %U32 #Unsigned
bbox[206][3] 0x86F6 %U32 #Unsigned
bbox[207][0] 0x86F8 %U32 #Unsigned
bbox[207][1] 0x86FA %U32 #Unsigned
bbox[207][2] 0x86FC %U32 #Unsigned
bbox[207][3] 0x86FE %U32 #Unsigned
bbox[208][0] 0x8700 %U32 #Unsigned
bbox[208][1] 0x8702 %U32 #Unsigned
